楷飞喊,矫痢,扁措咯疙(傈眉)[斥],扁措咯疙(巢磊)[斥],扁措咯疙(咯磊)[斥],荤噶犬伏(傈眉),荤噶犬伏(巢磊),荤噶犬伏(咯磊),积粮磊(傈眉),积粮磊(巢磊),积粮磊(咯磊),沥瘤牢备(傈眉),沥瘤牢备(巢磊),沥瘤牢备(咯磊),醚积粮斥荐(傈眉),醚积粮斥荐(巢磊),醚积粮斥荐(咯磊),荤噶磊(傈眉),荤噶磊(巢磊),荤噶磊(咯磊)
4技,1986 斥,67.11236,62.79339,71.42511,0.00102,0.0011,0.00095,97762.08381,97694.97907,97835.67487,97712.05496,97641.44813,97789.14479,6561043.722,6134598.973,6987924.083,100.0577,107.06189,93.06015
4技,1987 斥,67.57079,63.31036,71.82542,0.00091,0.00099,0.00083,97967.76446,97904.30344,98037.73661,97923.11276,97855.66788,97997.06581,6619759.059,6198356.909,7041601.42,89.3034,97.27113,81.34161
4技,1988 斥,67.99227,63.77127,72.20697,0.00083,0.00092,0.00074,98122.14779,98052.50048,98199.20797,98081.48348,98007.49441,98162.88235,6671547.602,6252932.459,7090666.986,81.32864,90.01216,72.65126
4技,1989 斥,68.40282,64.22841,72.57056,0.00075,0.00085,0.00066,98264.84745,98190.24917,98347.46118,98227.81129,98148.60653,98315.02847,6721592.346,6306603.32,7137129.85,74.07232,83.28527,64.86542
4技,1990 斥,68.81064,64.60318,73.01038,0.0007,0.00079,0.0006,98407.10825,98321.47653,98502.36427,98372.85479,98282.62612,98472.70442,6771456.082,6351879.827,7191694.946,68.50691,77.70082,59.3197
4技,1991 斥,69.21733,64.97147,73.45461,0.00064,0.00074,0.00055,98537.69267,98443.21384,98642.78244,98506.01373,98406.97215,98615.66284,6820516.073,6396000.188,7245767.036,63.35788,72.48338,54.23921
4技,1992 斥,69.58697,65.38509,73.78141,0.0006,0.00069,0.00051,98656.51951,98573.90434,98748.98535,98626.82562,98539.90592,98723.59302,6865208.358,6445263.288,7285839.422,59.38778,67.99684,50.78465
4技,1993 斥,70.00832,65.78034,74.22976,0.00056,0.00065,0.00048,98765.71986,98693.66683,98846.90059,98737.89333,98661.78251,98823.12928,6914422.386,6492102.565,7337381.969,55.65307,63.76865,47.54262
4技,1994 斥,70.31819,66.12988,74.50111,0.00052,0.00059,0.00044,98855.68407,98795.45565,98923.09934,98830.22231,98766.21071,98901.41891,6951353.248,6533331.995,7369880.671,50.92352,58.48989,43.36086
4技,1995 斥,70.60032,66.47477,74.7215,0.00047,0.00054,0.0004,98939.10225,98889.31346,98994.28609,98915.80789,98862.49293,98974.51663,6985132.319,6573644.327,7397001.935,46.58872,53.64106,39.53893
4技,1996 斥,70.96815,66.93103,75.00165,0.00042,0.00049,0.00035,99020.36069,98977.69739,99066.77135,98999.57195,98953.61461,99049.27587,7027291.934,6624679.076,7430171.374,41.57748,48.16557,34.99096
4技,1997 斥,71.3616,67.37699,75.34321,0.00037,0.00044,0.00031,99095.38519,99059.07574,99133.93257,99076.83597,99037.45648,99118.45296,7071605.311,6674302.81,7469068.254,37.09845,43.23854,30.9592
4技,1998 斥,71.74242,67.85667,75.62586,0.00034,0.0004,0.00029,99172.48503,99143.45579,99202.17275,99155.43366,99123.72923,99187.79644,7114873.599,6727545.038,7502250.09,34.10275,39.45312,28.75262
4技,1999 斥,72.06684,68.31558,75.81641,0.00032,0.00036,0.00027,99243.01069,99220.27544,99264.96897,99227.33727,99202.27721,99251.62049,7152129.846,6778290.653,7525913.513,31.34683,35.99645,26.69697
4技,2000 斥,72.54415,68.87907,76.20726,0.0003,0.00035,0.00026,99292.65686,99263.75134,99322.23926,99277.52292,99246.4267,99309.29616,7203101.501,6837194.768,7569076.107,30.26787,34.64929,25.88621
